Defter;Place of origin;Migration;location_1;latitude_1;longitude_1;date_hijri_1;date_gregorian_1;location_2;latitude_2;longitude_2;date_hijri_2;date_gregorian_2;location_3;latitude_3;longitude_3;date_hijri_3;date_gregorian_3;location_4;latitude_4;longitude_4;date_hijri_4;date_gregorian_4;location_5;latitude_5;longitude_5;date_hijri_5;date_gregorian_5;location_6;latitude_6;longitude_6;date_hijri_6;date_gregorian_6;location_7;latitude_7;longitude_7;date_hijri_7;date_gregorian_7;location_8;latitude_8;longitude_8;date_hijri_8;date_gregorian_8;location_9;latitude_9;longitude_9;date_hijri_9;date_gregorian_9;location_10;latitude_10;longitude_10;date_hijri_10;date_gregorian_10;location_11;latitude_11;longitude_11;date_hijri_11;date_gregorian_11;location_12;latitude_12;longitude_12;date_hijri_12;date_gregorian_12;location_13;latitude_13;longitude_13;date_hijri_13;date_gregorian_13;location_14;latitude_14;longitude_14;date_hijri_14;date_gregorian_14
Defter 5788;Asitane;"Silivri, 2 N. 1260; Amed, 36 Ra. 1261";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;2 N. 1260;07/14/1844;Tatavla;41,06;28,98;36 Ra. 1261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5797;;"İzmir, 29 B. 1260; amed, 11 Ş. 1260";Tatavla;41,06;28,98;;;İzmir;38,42;27,14;29 B. 1260;06/25/1844;Tatavla;41,06;28,98;11 Ş. 1260;08/18/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5817;Asitane;"Dömeke, 6 N. 1260; Amed, 18 Za. 1260";Tatavla;41,06;28,98;;;Dömeke;39,22;22,73;6 N. 1260;07/18/1844;Tatavla;41,06;28,98;18 Za. 1260;10/24/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5818;Gekboze [Gebze];reft Ban , 14.N.1268;Tatavla;41,06;28,98;;;Ban;;;14.N.1268;08/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5828;Erzurum;İzmir, 18 C. 1270;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;18 C. 1270;03/19/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5830;Asitane;Gelibolu, 9.Ra.1271;Tatavla;41,06;28,98;;;Gelibolu;40,41;26,67;9.Ra.1271;12/01/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5835;Filorina;reft vliayet, 11.Ş. 1260;Tatavla;41,06;28,98;;;Filorina;40,78;21,41;11.Ş. 1260;08/18/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5836;Pirlepeli;reft vilayet, 25 N. 1263;Tatavla;41,06;28,98;;;Pirlepeli;41,34;21,55;25 N. 1263;07/21/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5837;Pirlepeli;reft vilayet, 26.L.1262;Tatavla;41,06;28,98;;;Pirlepeli;41,34;21,55;26 L. 1262;10/23/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5838;Yanyalı;reft bu dahi, ;Tatavla;41,06;28,98;;;Yanyalı;39,67;20,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5839;Kayseriyeli;reft memleket, 29 M. 1269;Tatavla;41,06;28,98;;;Kayseriyeli;38,73;35,48;29 M. 1269;11/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5847;Gekboze [Gebze];"Tuzla, 14 Ş. 1260; Amed, 30 L. 1260";Tatavla;41,06;28,98;;;Tuzla;40,87;29,31;14 Ş. 1260;08/30/1844;Tatavla;41,06;28,98;30 L. 1260;11/14/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5856;;"Silivri, 23 L. 1265; Amed, 7 Za. 1266; Silivri, 7 Ra. 1266";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;23 L. 1265;09/06/1849;Tatavla;41,06;28,98;7 Za. 1266;08/17/1850;Silivri;41,07;28,25;7 Ra. 1266;01/10/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5861;Asitane;"Silivri, 18 N. 1262; amed, 19 L. 1262; Silivri, 6 L. 1263; amed, 15 Z. 1263; Silivri, 27 L. 1265";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;18 N. 1262;09/15/1846;Tatavla;41,06;28,98;19 L. 1262;10/16/1846;Silivri;41,07;28,25;6 L. 1263;09/01/1847;Tatavla;41,06;28,98;15 Z. 1263;11/10/1847;Silivri;41,07;28,25;27 L. 1265;09/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5874;Asitane;"Tuzla, 14 Ş. 1265; Amed, 9 B. 1266";Tatavla;41,06;28,98;;;Tuzla;40,87;29,31;14 Ş. 1265;07/28/1849;Tatavla;41,06;28,98;9 B. 1266;06/23/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5876;Asitane;"İzmid, 27 R. 1262; amedşod, 5 B. 1262; Bursa, 3 Z. 1270";Tatavla;41,06;28,98;;;İzmid;40,77;29,93;27 R. 1262;03/01/1846;Tatavla;41,06;28,98;5 B. 1262;06/17/1846;Bursa;40,18;29,06;3 Z. 1270;08/21/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5884;Kesriye;reft vilayet, 28 L. 1261;Tatavla;41,06;28,98;;;Kesriye;40,52;21,27;28 L. 1261;10/18/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5890;Naslim ?;reft memleket, 30 Z. 1263;Tatavla;41,06;28,98;;;Naslim;;;30 Z. 1263;11/25/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5908;Kesriyeli;reft vilayet, 1 Z. 1263;Tatavla;41,06;28,98;;;Kesriyeli;40,52;21,27;1 Z. 1263;11/26/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5910;Asitane;Girid, 27 N. 1260;Tatavla;41,06;28,98;;;Girid;35,24;24,81;27 N. 1260;09/12/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5917;Asitane;"Silivri, 26.N.1262; amed, 8.L.1262; Silivri, 29.N.1263; amed, 14.L.1265; Silivri, 15.L.1265; amed, 12.Ca.1266; Silivri, 8.Za.1266";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;26 N. 1262;09/23/1846;Tatavla;41,06;28,98;8 L. 1262;10/05/1846;Silivri;41,07;28,25;29 N. 1263;07/25/1847;Tatavla;41,06;28,98;14 L. 1265;08/28/1849;Silivri;41,07;28,25;15 L. 1265;08/29/1849;Tatavla;41,06;28,98;12 Ca. 1266;03/23/1850;Silivri;41,07;28,25;8 Za. 1266;08/18/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5918;Asitane;Zağraı Atik, 1267;Tatavla;41,06;28,98;;;Zağraı Atik;42,42;25,63;1267;1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5931;Asitane;reft Krayson , 7.M.1262;Tatavla;41,06;28,98;;;Krayson;;;7.M.1262;01/31/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5932;Asitane;"Silivri, 23 L. 1265; amed, 15 R. 1266";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;23 L. 1265;09/06/1849;Tatavla;41,06;28,98;15 R. 1266;02/23/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5935;Golos;reft vilayet, 4 C. 1264;Tatavla;41,06;28,98;;;Vilayet;41,06;28,98;4 C. 1264;04/06/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5936;Asitane;"Silivri, 28.Ş.1260; Amed, N.1261; Silivri, 14.N.1261; Amed, 24.Za.1261";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;28.Ş.1260;09/18/1844;Tatavla;41,06;28,98;N.1261;07/1845;Silivri;41,07;28,25;14.N.1261;07/24/1845;Tatavla;41,06;28,98;24.Za.1261;11/02/1845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5945;Kızanlık;reft vilayet, 18 C. 1262;Tatavla;41,06;28,98;;;Vilayet;41,06;28,98;18 C. 1262;05/22/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5946;Kızanlık;reft memleket, 11 L. 1264;Tatavla;41,06;28,98;;;Memleket;;;11 L. 1264;09/14/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5947;Kızanlık;reft vilayet, 21 Ş. 1267;Tatavla;41,06;28,98;;;Vilayet;41,06;28,98;21 Ş. 1267;06/30/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5955;Asitane;Kudüsi Şerif, 8 R. 1260;Tatavla;41,06;28,98;;;Kudüsi Şerif;31,77;35,22;8 R. 1260;04/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5962;Tekfurdağlı;İzmid, 23 L. 1264;Tatavla;41,06;28,98;;;İzmid;40,77;29,93;23 L. 1264;09/26/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5964;Asitane;"İskenderiye, 17 L. 1262; amed, 10 Za. 1265";Tatavla;41,06;28,98;;;İskenderiye;31,2;29,92;17 L. 1262;09/19/1846;Tatavla;41,06;28,98;10 Za. 1265;11/19/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5970;Asitane;"Silivri, 28.Ş.1260; amed, 13.S.1261; Silivri, 24.N.1263; amed, 28.L.1263; Kudüs, 20.Z.1272";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;28.Ş.1260;09/18/1844;Tatavla;41,06;28,98;13.S.1261;02/21/1845;Silivri;41,07;28,25;24.N.1263;08/28/1847;Tatavla;41,06;28,98;28.L.1263;10/31/1847;Kudüs;31,78;35,22;20.Z.1272;08/21/1856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5972;Midyeli;Edirne, 24.Z.1260;Tatavla;41,06;28,98;;;Edirne;41,68;26,56;24.Z.1260;11/30/1844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5975;Asitane;"Silivri, 20.L.1264; Amed, 6.Za.1264; Silivri, 25.L.1265; Amed, 7.R.1267; Kudüsi Şerif, 11.R.1267; Amed, 2.Ş.1267";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;20.L.1264;09/23/1848;Tatavla;41,06;28,98;6.Za.1264;11/07/1848;Silivri;41,07;28,25;25.L.1265;09/08/1849;Tatavla;41,06;28,98;7.R.1267;02/12/1851;Kudüsi Şerif;31,77;35,22;11.R.1267;02/16/1851;Tatavla;41,06;28,98;2.Ş.1267;05/11/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 5998;Asitane;Benderi Kili, 20 Ca. 1265;Tatavla;41,06;28,98;;;Benderi Kili;45,46;28,27;20 Ca. 1265;04/01/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6003;İmrallı ?;"reft vilayet, 3 B. 1265; amed, 22 Y. 1267";Tatavla;41,06;28,98;;;Vilayet;41,06;28,98;3 B. 1265;05/25/1849;Tatavla;41,06;28,98;22 Y. 1267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6004;Asitane;"İbrail, 25 Za. 1264; Amed, 15 B. 1265";Tatavla;41,06;28,98;;;İbrail;45,27;28,03;25 Za. 1264;10/30/1848;Tatavla;41,06;28,98;15 B. 1265;05/06/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6009;İzmir;reft memleket, 7.N.1263;Tatavla;41,06;28,98;;;İzmir;38,42;27,14;7 N. 1263;07/08/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6014;Asitane;"reft Şarköy, 3.R.1260; amed, 23.B.1260; reft Şarköy, 18.S.1260; amed, 19.C.1261; reft Şarköy, 7.Z.1263";Tatavla;41,06;28,98;;;Şarköy;40,61;27,11;3 R. 1260;04/01/1844;Tatavla;41,06;28,98;23 B. 1260;07/15/1844;Şarköy;40,61;27,11;18 S. 1260;02/10/1844;Tatavla;41,06;28,98;19 C. 1261;06/11/1845;Şarköy;40,61;27,11;7 Z. 1263;11/01/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6015;Asitane;Kaloz, 23 Za. 1264;Tatavla;41,06;28,98;;;Kaloz;40,98;28,72;23 Za. 1264;10/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6045;Asitane;Silivri, 7 Z. 1268;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;7 Z. 1268;09/10/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6046;Asitane;"Silivri, 18.L.1265; amed, 21.Za.1265; Silivri, 5.Za.1266; amed, 2.R.1267; Silivri, 20.Za.1267";Tatavla;41,06;28,98;;;Silivri;41,07;28,25;18 L. 1265;09/01/1849;Tatavla;41,06;28,98;21 Za. 1265;10/25/1849;Silivri;41,07;28,25;5 Za. 1266;09/06/1850;Tatavla;41,06;28,98;2 R. 1267;02/01/1851;Silivri;41,07;28,25;20 Za. 1267;09/20/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6047;Asitane;Silivri, 21 Ca. 1268;Tatavla;41,06;28,98;;;Silivri;41,07;28,25;21 Ca. 1268;04/01/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6049;Polathane;reft vilayet, 16 Ş. 1263;Tatavla;41,06;28,98;;;Polathane;40,98;39,72;16 Ş. 1263;07/28/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6050;Trabzon;reft vilayet, 7 L. 1266;Tatavla;41,06;28,98;;;Trabzon;41;39,73;7 L. 1266;08/30/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6051;Polathane;reft memleket, 2 M. 1272;Tatavla;41,06;28,98;;;Polathane;40,98;39,72;2 M. 1272;09/14/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6053;Kalkandelen;reft memleket, 27.Ra.1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;27 Ra. 1262;03/01/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6054;Trabzon;reft vilayet, 30 R. 1268;Tatavla;41,06;28,98;;;Trabzon;41;39,73;30 R. 1268;03/30/1852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6057;Trabzon;reft vilayet, 12.Ra.1272;Tatavla;41,06;28,98;;;Trabzon;41;39,73;12 Ra. 1272;11/20/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6059;Kalkandelen;reft memleket, 17 Ş. 1271;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17 Ş. 1271;06/30/1855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6060;Trabzon;reft vilayet, 17.C.1262;Tatavla;41,06;28,98;;;Trabzon;41;39,73;17 C. 1262;06/11/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6061;Trabzon;Reft, 17 R. 1266;Tatavla;41,06;28,98;;;Trabzon;41;39,73;17 R. 1266;02/28/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6067;Asitane;Dimetoka, 27 Za. 1263;Tatavla;41,06;28,98;;;Dimetoka;41,35;26,57;27 Za. 1263;10/01/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6069;Asitane;"İzmir, 4 L. 1260; amedşod, 17 L. 1261; İzmir, 1 B. 1263";Tatavla;41,06;28,98;;;İzmir;38,42;27,14;4 L. 1260;10/10/1844;Tatavla;41,06;28,98;17 L. 1261;11/19/1845;İzmir;38,42;27,14;1 B. 1263;06/15/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6076;Kalkandelen;reft vilayet, 6.B.1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 B. 1263;06/20/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6077;Sarıgöl;reft vilayet, 27.Ra.1262;Tatavla;41,06;28,98;;;Sarıgöl;38,23;28,7;27 Ra. 1262;03/01/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6078;Kalkandelen;reft vilayet, 14 B. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;14 B. 1262;06/20/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6079;Kalkandelen;reft vilayet, 8 S. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 S. 1263;01/15/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6080;Kalkandelen;reft vilayet, 21 N. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;21 N. 1262;08/27/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6081;Kalkandelen;reft vilayet, 23 Ca. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;23 Ca. 1263;05/30/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6082;Kalkandelen;reft vilayet, 8 S. 1262;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 S. 1262;01/15/1846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6084;Kalkandelen;reft vilayet, 9 Ş. 1263;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;9 Ş. 1263;07/15/1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6085;Kalkandelen;reft vilayet, 5.S.1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 S. 1264;01/09/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6087;Kalkandelen;reft vilayet, 3 S. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 S. 1264;01/07/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6088;Kalkandelen;reft vilayet, 3 S. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 S. 1264;01/07/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6092;Kalkandelen;reft vilayet, 25 B. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;25 B. 1264;06/28/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6093;Kalkandelen;reft vilayet, 25 L. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;25 L. 1264;09/18/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6095;Kalkandelen;reft vilayet, 2 B. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;2 B. 1266;05/24/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6096;Kalkandelen;reft memleket, 5 N. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 N. 1265;07/24/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6097;Kalkandelen;reft memleket, 6.Ra.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;6 Ra. 1265;02/14/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6098;Kalkandelen;reft vilayet, 25 B. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;25 B. 1264;06/17/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6099;Kalkandelen;reft vilayet, 15 C. 1264;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;15 C. 1264;05/10/1848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6101;Kalkandelen;reft memleket, 8.Ş.1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;8 Ş. 1266;07/21/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6102;Kalkandelen;reft vilayet, 17 B. 1267;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17 B. 1267;06/10/1851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6103;Kalkandelen;reft memleket, 14.Ra.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;14 Ra. 1265;02/22/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6104;Kalkandelen;reft memleket, C. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;C. 1265;1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6105;Kalkandelen;reft vilayet, 21 B. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;21 B. 1265;06/14/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6106;Kalkandelen;reft memleket, 5 R. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 R. 1266;03/10/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6109;Kalkandelen;reft vilayet, 16 C. 1270;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;16 C. 1270;03/21/1854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6112;Kalkandelen;reft memleket, 14.Ra.1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;14 Ra. 1265;02/22/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6114;Kalkandelen;reft vilayet, 17 C. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;17 C. 1265;05/12/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6115;Kalkandelen;reft vilayet, 4 M. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;4 M. 1266;12/10/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6117;Kalkandelen;reft vilayet, 28 Z. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;28 Z. 1266;10/23/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6118;Vizeli;reft vilayet, 9 Ca. 1266;Tatavla;41,06;28,98;;;Vizeli;40,83;22,2;9 Ca. 1266;04/04/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6119;Kalkandelen;reft memleket, 5 R. 1265;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;5 R. 1265;03/30/1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Defter 6122;Kalkandelen;reft vilayet, 3 C. 1266;Tatavla;41,06;28,98;;;Kalkandelen;41,97;21,01;3 C. 1266;05/29/1850;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
